company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
Spyne,AI-powered car photography solutions for dealerships,Early Stage,Pratik Agarwal; Subrata Mitra,Sanjay Kumar; Deepti Prasad,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/spyne,https://www.spyne.ai/,,https://cdn.sanity.io/images/458oembh/production/5a082a35cee9ba2b518267ae7e20be0d79a1a212-1181x284.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Squarespace,SaaS-based CMS and hosting service,Early Stage,Andrew Braccia; Arun Mathew; Ryan Sweeney,Anthony Casalena,,Early Stage,2010,2010,series-a,IPO,NYSE: SQSP,https://www.accel.com/companies/squarespace,http://www.squarespace.com,https://twitter.com/springcentral,https://cdn.sanity.io/images/458oembh/production/54ec8f62853b07e779ed12e5af609b066059a412-222x31.svg,https://cdn.sanity.io/images/458oembh/production/b56f95a7abe8296cf74f2b7f4a60639e02e038a5-1500x956.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stacklok,Community-centric software supply chain security,Early Stage,Ping Li,Luke Hinds; Craig McLuckie,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/stacklok,https://www.stacklok.com/,https://twitter.com/stacklokhq,https://cdn.sanity.io/images/458oembh/production/5ec48beb14782865e78d974276788a585201d8cd-1057x154.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stader,Liquid staking platform,Early Stage,Pratik Agarwal,Amitej Gajjala; Sidhartha D,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/stader,https://staderlabs.com/,https://twitter.com/staderlabs,https://cdn.sanity.io/images/458oembh/production/7078800f090030e911398bc4fe6a7d6879ef676d-979x331.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stairwell,Cybersecurity threat detection and response,Early Stage,Steve Loughlin,Mike Wiacek,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/stairwell,https://www.stairwell.com/,,https://cdn.sanity.io/images/458oembh/production/69286485b6b839ffc32d8aca1b1a2fbbe0d8b2f7-141x45.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stanza Living,India-based co-living network for students and working professionals,Early Stage,Abhinav Chaturvedi,Sandeep Dalmia; Anindya Dutta,,Early Stage,2017,2017,seed,,,https://www.accel.com/companies/stanza-living,http://www.stanzaliving.com,,https://cdn.sanity.io/images/458oembh/production/1d22498ba19e64fb509862abbc8426f4bf58fa07-940x476.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stonly,Interactive troubleshooting guide producer,Early Stage,Julien Bek,Alexis Fogel; Kris Dabrowski,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/stonly,http://www.stonly.com,https://twitter.com/StonlyHQ,https://cdn.sanity.io/images/458oembh/production/aeba664771fe5aff1134653af2ee62ada96f554b-89x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Stoqo,Food and beverage business supply chain marketplace,,,Aswin Andriso; Angky William,,,,,,,,https://www.accel.com/companies/stoqo,http://www.stoqo.com,https://twitter.com/StoqoIndonesia,,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Strapi,Open-source software platform,Early Stage,Andrei Brasoveanu,Pierre Burgy; Jim Laurie,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/strapi,https://strapi.io/,https://twitter.com/strapijs,https://cdn.sanity.io/images/458oembh/production/04289f1ede7ba61c447a5f8279b476c733048f82-132x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Strattic,Hosting platform for WordPress websites,Early Stage,Harry Nelis,Josh Lawrence; Miriam Schwab,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/strattic,https://www.strattic.com/,,https://cdn.sanity.io/images/458oembh/production/b92c34f161cd39e3430c470d096646fe172c0af5-130x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Streambase,Stream processing platform,,Bruce Golden,Mark Palmer; Michael Stonebraker,,,2005,2005,,Acquired,by TIBCO,https://www.accel.com/companies/streambase,,,https://cdn.sanity.io/images/458oembh/production/4641c55fb2b3469686952fecc2e9a09121b9cba2-1839x260.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Styra,Declarative authorization service for cloud-native security,Early Stage,Eric Wolford,Bill Mann (CEO); Tim Hinrichs; Teemu Koponen,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/styra-inc,http://www.styra.com,https://twitter.com/styrainc,https://cdn.sanity.io/images/458oembh/production/edea69d92987893771b26b3382c7e99ba6512b07-125x40.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sumeria,Personal finance platform,Late Stage,Sonali De Rycker,Antoine Porte; Cyril Chiche,,Late Stage,2020,2020,,,,https://www.accel.com/companies/sumeria,https://sumeria.eu/,,https://cdn.sanity.io/images/458oembh/production/ad76a711827a03797a80d91f8c0f7f7fe2c78e4a-384x86.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sumo Logic,Log management and analytics,,Ping Li,Christian Beedgen; Kumar Saurabh; Ramin Sayar (CEO),,,2012,2012,,IPO,NASDAQ: SUMO,https://www.accel.com/companies/sumo-logic,http://www.sumologic.com,https://twitter.com/SumoLogic,https://cdn.sanity.io/images/458oembh/production/6b3e860804c642a40d3ec951a99c58515b7ff723-577x107.svg,https://cdn.sanity.io/images/458oembh/production/ea819958c3c7001616aeb38ec059e102009b3d53-4000x2668.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sunrun,Residential solar panel provider,,Rich Wong,Lynn Jurich; Nat Kreamer; Edward Fenster,,,2009,2009,,IPO,NASDAQ: RUN,https://www.accel.com/companies/sunrun,http://www.sunrun.com,https://twitter.com/Sunrun/,https://cdn.sanity.io/images/458oembh/production/7b97de583248a9ef4898c7f06c1cdae2a1ab2dea-1174x273.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Supabase,AI-native Postgres database platform,Late Stage,Arun Mathew,Paul Copplestone; Ant Wilson,,Late Stage,2025,2025,,,,https://www.accel.com/companies/supabase,https://supabase.com/,,https://cdn.sanity.io/images/458oembh/production/34e0e404ae472d2b11ebf38beff880a40b2d9d0e-2322x449.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Super Payments,Closed loop payments system,Early Stage,Harry Nelis,Samir Desai,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/super-payments,https://www.superpayments.com/for-shoppers,,https://cdn.sanity.io/images/458oembh/production/6f1abcae8d1d71e5a899043016854d3bf3785f48-1920x1080.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Supercell,Mobile and tablet video game development,Early Stage,Kevin Comolli,Ilkka Paananen; Lassi Leppinen; Petri Styrman; Visa Forsten; Mikko Kodisoja; Niko Derome,,Early Stage,2011,2011,series-a,Acquired,by Softbank,https://www.accel.com/companies/supercell,http://www.supercell.com,https://twitter.com/supercell,https://cdn.sanity.io/images/458oembh/production/34cba2f82772304ada3be07074816859a92aa25f-743x604.svg,https://cdn.sanity.io/images/458oembh/production/970547897c831bd488acdc036e46effcafd74fc2-720x720.heif,https://www.accel.com/companies,2026-05-29T18:35:24Z
Superfuel AI,Agriculture commodity marketplace,Early Stage,Pratik Agarwal,Ben Mathew; Rakesh Sasidharan; Gaurav Agrawal; Emil Soman,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/superfuelai,https://superfuel.io/,,https://cdn.sanity.io/images/458oembh/production/f757dc1fe40498db0f7e55c2ad4d78ba22192f47-406x64.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
SureWaves,Advertising aggregator for the cable and satellite TV industries,Early Stage,Shekhar Kirani,Rajendra Khare; Tapan Datta; Anant Kansal,,Early Stage,2011,2011,series-a,,,https://www.accel.com/companies/surewaves,http://www.surewaves.com,https://twitter.com/SureWaves,https://cdn.sanity.io/images/458oembh/production/c78d8bb40650f79cafd6a14b861748d68ea08468-737x91.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Surf AI,AI security posture automation platform,Early Stage,Philippe Botteri,Yair Grindlinger; Elad Horn; Avner Gideoni; Brenton Gumucio; Roie Cohen Duwek,,Early Stage,2026,2026,series-a,,,https://www.accel.com/companies/surf-ai,https://www.surf.ai/,,https://cdn.sanity.io/images/458oembh/production/e9d9fb7ae67094c53b716f6a5fe98839937dd519-138x43.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Swan,Banking-as-a-Service platform for European companies,Early Stage,Sonali De Rycker,Nicolas Benady; Nicolas Saison; Mathieu Breton,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/swan,https://www.swan.io/press,,https://cdn.sanity.io/images/458oembh/production/e6de8fcd8b9821ff5c883db8c67d0a30893cfa42-105x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Swiftkey,AI-based smartphone keyboard technology,Early Stage,Rich Wong,Jon Reynolds; Ben Medlock,,Early Stage,2013,2013,series-a,Acquired,by Microsoft,https://www.accel.com/companies/swiftkey,http://www.swiftkey.com,https://twitter.com/swiftkey,https://cdn.sanity.io/images/458oembh/production/c78ebff4608f574f8be9cc69187eec953f5f4123-1817x375.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Swiggy,On-demand delivery platform,Early Stage,Anand Daniel,Sriharsha Majety; Nandan Reddy,,Early Stage,2015,2015,seed,IPO,NSE: SWIGGY,https://www.accel.com/companies/swiggy,http://www.swiggy.com,https://twitter.com/swiggy_in,https://cdn.sanity.io/images/458oembh/production/a059881bcd0558d24a1ee338e1def72ef858271f-159x49.svg,https://cdn.sanity.io/images/458oembh/production/7fd25c91097e23dd462eee5a0a9b6f08fd1d6e68-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Swish,Food delivery platform,Early Stage,Abhinav Chaturvedi,Aniket Sunil Shah; Saran Sureshkumar; Ujjwal Sukheja,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/swish,http://www.justswish.in,,https://cdn.sanity.io/images/458oembh/production/30e15376cab6b0c847be1b3c58ecd25d08aee14a-1919x615.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Swypex,B2B spend management platform,,Sonali De Rycker,Ahmad Mokhtar; Sasan Hezarkhani; Tarek Mokhtar,,,,,,,,https://www.accel.com/companies/swypex,https://www.swypex.com/,,https://cdn.sanity.io/images/458oembh/production/513a8d9c25ed1d2c7d07c5fd8ebb159d0545329c-181x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Synopsys,NASDAQ: SNPS,,,Aart de Geus; David Gregory,,,,,,IPO,NASDAQ: SNPS,https://www.accel.com/companies/synopsys,,,https://cdn.sanity.io/images/458oembh/production/af2f8c1bb703c9d069df4be3abb0e08ff2e59a62-1200x264.jpg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Synthesia,AI synthetic video platform,Late Stage,Philippe Botteri,Victor Riparbelli; Steffen Tjerrild,,Late Stage,2023,2023,,,,https://www.accel.com/companies/synthesia,https://www.synthesia.io/,https://twitter.com/synthesiaio?lang=en,https://cdn.sanity.io/images/458oembh/production/723a83b9a395a695c87268c3cb20824e5d255d62-3100x500.png,https://cdn.sanity.io/images/458oembh/production/9c9cd105543b173381714e4d41c4f1d30e193a2b-680x680.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Synthflow Ai,AI voice agent builder,Early Stage,Zhenya Loginov,Albert Astabatsyan; Hakob Astabatsyan,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/synthflow-ai,https://synthflow.ai/,https://twitter.com/synthflowai,https://cdn.sanity.io/images/458oembh/production/65f979d3f0c2a7e953e50c8e4492dfcbc3fa6ef0-1501x270.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Syrup,AI-powered inventory optimization,Early Stage,Sara Ittelson,James Theuerkauf; Ferdinand Stockmann,,Early Stage,2023,2023,series-a,,,https://www.accel.com/companies/syrup,https://syrup.tech/,,https://cdn.sanity.io/images/458oembh/production/15f6c8f3f4b0549b86425adbc0fc0d7b15041d71-995x268.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sysdig,Cloud security powered by runtime insights ‍,Early Stage,Eric Wolford; Ping Li,Bill Welch (CEO); Loris Degioanni,,Early Stage,2014,2014,series-a,,,https://www.accel.com/companies/sysdig,http://www.sysdig.com,https://twitter.com/sysdig,https://cdn.sanity.io/images/458oembh/production/c63a0d8b499b9c11aadf9e6bbad88fe226fd2a7f-2000x604.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Taascom,Business model strategy transformation for the service-based economy,Early Stage,Mahendran Balachandran,Ranga Raj,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/taascom,http://www.taascom.com,,https://cdn.sanity.io/images/458oembh/production/7e9ac5a43541515ab2c85011952ce70ca02def63-158x22.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tact.ai,Conversational AI platform for enterprise sales workflows,Early Stage,Kevin Efrusy,Chuck Ganapathi,,Early Stage,2011,2011,seed,,,https://www.accel.com/companies/tact-ai,http://www.tact.ai,https://twitter.com/tact_ai,https://cdn.sanity.io/images/458oembh/production/8ca5a3efcec1fe304f007b2d494ebe7e99de4f66-199x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tailscale,Zero-configuration virtual private networks (VPNs) for secure connectivity,Early Stage,Amit Kumar; Ping Li,Avery Pennarun; David Carney; David Crawshaw,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/tailscale,https://tailscale.com/,,https://cdn.sanity.io/images/458oembh/production/3ef209a17f153e40622d2adda6367cf301a6802b-1049x193.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Taito.ai,AI-powered performance enablement platform,Early Stage,Sonali De Rycker,Juho Eräste; Kristo Ovaska; Mikko Kivelä,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/taito-ai,https://taito.ai/,,https://cdn.sanity.io/images/458oembh/production/c161be4c66fc9ec6aaf843a9246ab42001a97d5e-1913x430.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Taxdoo,Automated financial compliance software for online retail,Early Stage,Harry Nelis,Christian Königsheim; Matthias Allmendinger; Roger Gothmann,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/taxdoo,https://www.taxdoo.com/,,https://cdn.sanity.io/images/458oembh/production/dbe98cac5a5be886d763b211817fe3a17d270d65-142x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Taxi For Sure,Rental car and taxi aggregator,Early Stage,Anand Daniel,Pallav Singh (CEO); Raghunandan G; Aprameya Radhakrishna,,Early Stage,2012,2012,seed,Acquired,by Ola Cabs,https://www.accel.com/companies/taxi-for-sure,http://www.olacabs.com/,https://twitter.com/Olacabs,https://cdn.sanity.io/images/458oembh/production/5d92b61dd4df30849fb641b10ed6959f19fefc8e-100x51.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Teabox,India-based online tea store,Early Stage,Prashanth Prakash,Kausshal Dugarr,,Early Stage,2014,2014,seed,,,https://www.accel.com/companies/teabox,http://www.teabox.com,https://twitter.com/teaboxint,https://cdn.sanity.io/images/458oembh/production/fa5493eafafe30e03ece06496bc8e93742a80ee3-240x58.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tema,ETFs investment platform,Early Stage,Ben Dooley,Maurits Pot,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/tema,https://www.temaetfs.com/,https://twitter.com/Temaetfs,https://cdn.sanity.io/images/458oembh/production/ad3993f1e32563b267365eefd733db95a70639be-107x33.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tenable,Cybersecurity risk monitoring NASDAQ: TENB,Early Stage,Ping Li,Renaud Deraison; Ron Gula; Jack Huffard; Amit Yoran (CEO),,Early Stage,2012,2012,series-a,IPO,NASDAQ: TENB,https://www.accel.com/companies/tenable,http://www.tenable.com,https://twitter.com/tenablesecurity,https://cdn.sanity.io/images/458oembh/production/d6ddf871d205edde21cc8970b2c93de2059ea586-999x221.svg,https://cdn.sanity.io/images/458oembh/production/58766d2689fa261fd48d34dc6de19743e6c0a4cd-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tenderly,Development platform for Ethereum smart contracts,Early Stage,Andrei Brasoveanu,Andrej Benčić; Bogdan Habić; Miljan Tekić; Nebojša Urošević,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/tenderly,https://tenderly.co/,,https://cdn.sanity.io/images/458oembh/production/7fd7bf51ad1eaf6169e10e461f94355df6ac0811-156x36.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tessian,Cloud email security company,Early Stage,Andrei Brasoveanu,Tim Sadler; Edward Bishop; Thomas Adams,,Early Stage,2017,2017,seed,Acquired,by Proofpoint,https://www.accel.com/companies/tessian,http://www.tessian.com,https://twitter.com/tessian,https://cdn.sanity.io/images/458oembh/production/1f4ae8f9f609fa61c3240c2e488e6b28c6aa0f21-155x42.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tessl,Software development platform for the AI era,Early Stage,Philippe Botteri,Guy Podjarny,,Early Stage,2024,2024,series-a,,,https://www.accel.com/companies/tessl,https://www.tessl.io/,,https://cdn.sanity.io/images/458oembh/production/a8fb2f35ba7f04de76c8e8f6cbc5d4deb14f2c02-1920x712.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Testsigma,AI-powered test automation platform,Early Stage,Abhinav Chaturvedi,Rukmangada Kandyala; Pratheep Velicherla,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/testsigma,https://testsigma.com/,https://twitter.com/testsigmainc,https://cdn.sanity.io/images/458oembh/production/8dc30e9b58861f23bc7127613f25012f065e80b1-251x58.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Teya,Fast and secure payment solutions,Early Stage,Ryan Sweeney; Matt Weigand,Eduardo Pontes; Ali Mazanderani,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/saltpay,https://www.saltpay.co/,,https://cdn.sanity.io/images/458oembh/production/655020154e6ead6a04d4a7d0ad7b0615c8cfc238-2993x1103.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
The Lafz,Halal compliant personal care products,Early Stage,Prashanth Prakash,Ankit Mahajan; Dheeraj Batra,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/the-lafz,https://thelafz.com,,https://cdn.sanity.io/images/458oembh/production/65cc251ab7dfed11aa4b5d8de53c57f89738902b-2710x718.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
The Zebra,Auto and home insurance comparison platform,Late Stage,John Locke; Stephanie Terpening,Keith Melnick (CEO); Adam Lyons; Joshua Dziabiak,,Late Stage,2017,2017,,,,https://www.accel.com/companies/the-zebra,http://www.thezebra.com,https://twitter.com/TheZebraCo,https://cdn.sanity.io/images/458oembh/production/c4e87bdbcc3f3979b9945b49a2e6f663292ae9fe-140x43.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Thinking Machines,AI-powered research and product solution,Early Stage,Daniel Levine,Mira Murati; John Schulman; Barrett Zoph; Lilian Weng; Andrew Tulloch; Luke Metz,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/thinking-machines,https://thinkingmachines.ai/,https://x.com/thinkymachines,https://cdn.sanity.io/images/458oembh/production/93e04e21fa72cd7811db12632e9bdf3d3bde76d5-1920x1080.png,https://cdn.sanity.io/images/458oembh/production/1148a800f05f4602e0913fa4a2fa2e934b9754aa-1800x1800.webp,https://www.accel.com/companies,2026-05-29T18:35:24Z
ThreeFlow,Enterprise software for employee benefits brokers and carriers,Late Stage,Nate Niparko,Ryan Sachtjen; Richard Perrott; ‍,,Late Stage,2021,2021,,,,https://www.accel.com/companies/threeflow,https://www.threeflow.com/,,https://cdn.sanity.io/images/458oembh/production/e24ce356eae84fbe34bc239228e640fd10222825-2076x466.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Time is Ltd,Inter-company productivity analytics,Early Stage,Luca Bocchio,Jan Rezab,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/time-is-ltd,http://www.timeisltd.com,https://twitter.com/timeisltd,https://cdn.sanity.io/images/458oembh/production/07956f62b04d0158c7af49848bbd355ebe991bce-430x58.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tines,"Security orchestration, automation and response platform",Early Stage,Sonali De Rycker,Eoin Hinchy,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/tines,http://www.tines.io,https://twitter.com/tines_hq,https://cdn.sanity.io/images/458oembh/production/b6c03b714c6b7cbcfb71adac740c8f8aff18694e-89x28.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Titan,Operating system for active investment management,Late Stage,Sameer Gandhi,Clayton Gardner; Joe Percoco; Max Bernardy,,Late Stage,2021,2021,,,,https://www.accel.com/companies/titan,https://www.titan.com/,https://twitter.com/titanvest,https://cdn.sanity.io/images/458oembh/production/52681356a9e01c3f494ce1362f6a082fb45a5582-95x28.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tonkean,No-code process orchestration system,Late Stage,Miles Clements,Sagi Eliyahu; Offir Talmor,,Late Stage,2021,2021,,,,https://www.accel.com/companies/tonkean,https://tonkean.com/,,https://cdn.sanity.io/images/458oembh/production/7a90b7941952005ab8d453f5fe9c31c7027cc9d3-362x79.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Trace Data,Data monitoring and security platform,Early Stage,Vas Natarajan,James Donelan,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/trace-data,http://www.tracedata.io,,https://cdn.sanity.io/images/458oembh/production/d48a63347cd6fc33e46ace62859f58d1fb28f50d-746x62.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tracebit,Cloud-native cyber deception,Early Stage,Andrei Brasoveanu,Andy Smith; Sam Cox,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/tracebit,https://tracebit.com/,https://twitter.com/tracebit_com,https://cdn.sanity.io/images/458oembh/production/925272c1a9a934c65c7525ca4f94b8813389c081-1920x511.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tracxn,Startup market research and data provider,Early Stage,Subrata Mitra,Abhishek Goyal; Neha Singh,,Early Stage,2016,2016,series-a,IPO,NSE: TRACXN,https://www.accel.com/companies/tracxn,http://www.traxcn.com,https://twitter.com/tracxn,https://cdn.sanity.io/images/458oembh/production/f61c41469555ef8d2ccf071c986383acbb0c07c1-4913x1020.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Trade Republic,Mobile-first brokerage and investment platform ‍,Late Stage,Andrew Braccia,Christian Hecker; Thomas Pischke; Marco Cancellieri,,Late Stage,2020,2020,,,,https://www.accel.com/companies/trade-republic,https://traderepublic.com/,https://twitter.com/traderepublicde,https://cdn.sanity.io/images/458oembh/production/1a3914899ed98f4e0ed7b42d7c423c422106053c-1490x642.svg,https://cdn.sanity.io/images/458oembh/production/8c064c7c23b5c70a9eb0e3a827102bf693423311-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Transcend,Data privacy infrastructure,Early Stage,Vas Natarajan,Ben Brook; Michael Farrell,,Early Stage,2018,2018,seed,,,https://www.accel.com/companies/transcend,http://www.transcend.io,https://twitter.com/transcend_io/,https://cdn.sanity.io/images/458oembh/production/1fc220addb87a315d7dd19d1f2d2fa5a52d5c409-224x51.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Transit,Public transit navigation mobile app,Early Stage,Ryan Sweeney,Sam Vermette; Guillaume Campagna,,Early Stage,2015,2015,seed,,,https://www.accel.com/companies/transit,http://www.transitapp.com,https://twitter.com/transitapp,https://cdn.sanity.io/images/458oembh/production/e4df8d27783ca140177ed58d9e9c21cafe5088cc-99x19.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Travelstop,Business travel and expense management,Early Stage,Prashanth Prakash,Prashant Kirtane; Vijay Aggarwal; Altaf Dhamani,,Early Stage,2019,2019,seed,Acquired,by Wego,https://www.accel.com/companies/travelstop,http://www.travelstop.com,https://twitter.com/TravelstopHQ,https://cdn.sanity.io/images/458oembh/production/2bf10f7144dd58b25e5925522414df5d7845b51e-688x157.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Trifacta,AI-powered data cleaning and preparation platform,Early Stage,Ping Li,Jeff Heer; Joe Hellerstein; Sean Kandel; Adam Wilson (CEO),,Early Stage,2012,2012,series-a,Acquired,by Alteryx,https://www.accel.com/companies/trifacta,http://www.trifacta.com,https://twitter.com/trifacta,https://cdn.sanity.io/images/458oembh/production/6b1b96d412c3566ed673e8741cc2e56a0dc87a26-160x29.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Trinkerr,Social trading platform,Early Stage,Abhinav Chaturvedi,Manvendra Singh,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/trinkerr,http://www.trinkerr.com,,https://cdn.sanity.io/images/458oembh/production/c0334488a9bd4476098b9d5b27e82de386e3bc49-1897x435.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
True Anomaly,Next generation space security solutions,Late Stage,Jonathan Turner; Ben Quazzo,Even Rogers; Kyle Zakrzewski,,Late Stage,2025,04/08/2025,,,,https://www.accel.com/companies/true-anomaly,https://www.trueanomaly.space/,https://x.com/The_TrueAnomaly,https://cdn.sanity.io/images/458oembh/production/0e22075163eea0b7f317c1f0cc37518942c0ec24-970x134.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Truebill,"Personal finance tracker, budget planner and bill reminder app.",,Nate Niparko,Idris Mokhtarzada; Haroon Mokhtarzada; Yahya Mokhtarzada,,,2021,2021,,Acquired,by Rocket Mortgage,https://www.accel.com/companies/truebill,https://www.truebill.com/,,https://cdn.sanity.io/images/458oembh/production/10e8663e74505d854078d1f7f2861112131cbe71-115x24.svg,https://cdn.sanity.io/images/458oembh/production/13b139d36c4a2910899ec3dd7e45143b03c82d3c-720x721.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Truemeds,Online pharmacy and telehealth platform,Early Stage,Abhinav Chaturvedi,Akshat Nayyar; Kunal Wani,,Early Stage,2025,2025,,,,https://www.accel.com/companies/truemeds,https://www.truemeds.in/,https://twitter.com/truemedsindia,https://cdn.sanity.io/images/458oembh/production/55a3d72d82eda2759ed58e9964b473f809a43467-202x48.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Trulia,Real Estate portal for new home buyers and agents‍,,Sameer Gandhi,Pete Flint; Sami Inkinen,,,2005,2005,,IPO,NYSE: TRLA,https://www.accel.com/companies/trulia,http://www.trulia.com,,https://cdn.sanity.io/images/458oembh/production/9d0db8d50ee0ba78a3c0de09a4719b3f57a925b9-70x18.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Truora,Safe solutions in background checks and identity theft detection,Early Stage,Rich Wong,Daniel Bilbao; Maite Muñiz; David Cuadrado; Cesar Pino,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/truora,https://www.truora.com/,,https://cdn.sanity.io/images/458oembh/production/3491888b10f5f720a852e8a132cc72039992f54f-106x29.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
TrustArc,Privacy management software,Early Stage,Andrew Braccia,Chris Babel (CEO),,Early Stage,2008,2008,series-a,,,https://www.accel.com/companies/trustarc,http://www.trustarc.com,https://twitter.com/trustarc,https://cdn.sanity.io/images/458oembh/production/c5deda1a01b86168b03f461375ff2bbd1a1ab317-180x35.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
